,10_game_avg,50_game_avg,ha,result,streak
2014-02-22Texas_Tech,0.6,0.0,0.0,-1.0,4.0
2014-02-22Towson,0.2,0.2,0.0,1.0,3.0
2014-02-22Troy,0.0,0.16,0.0,-1.0,-1.0
2014-02-22Tulane,0.2,-0.08,1.0,1.0,-1.0
2014-02-22Tulsa,0.6,0.24,0.0,1.0,6.0
2014-02-22UAB,-0.2,-0.16,0.0,1.0,1.0
2014-02-22UCLA,0.6,0.12,0.0,-1.0,4.0
2014-02-22UCSB,0.0,-0.04,1.0,1.0,-2.0
2014-02-22UC_Davis,-0.2,-0.16,0.0,1.0,-2.0
2014-02-22UC_Irvine,0.0,0.0,0.0,-1.0,2.0
2014-02-22UC_Riverside,0.2,-0.08,0.0,1.0,1.0
2014-02-22UNLV,0.0,-0.04,0.0,1.0,-1.0
2014-02-22U_Penn,-0.6,-0.16,1.0,1.0,-3.0
2014-02-22Utah_State,-0.2,0.04,1.0,-1.0,-2.0
2014-02-22VA_Tech,-0.2,-0.08,1.0,-1.0,3.0
2014-02-22Valparaiso,0.2,0.12,1.0,-1.0,-1.0
2014-02-22Vanderbilt,0.0,0.2,0.0,1.0,1.0
2014-02-22Villanova,0.2,0.36,1.0,-1.0,-2.0
2014-02-22Virginia,0.4,0.16,1.0,1.0,-1.0
2014-02-22WI-Milwkee,0.0,0.0,0.0,-1.0,1.0
2014-02-22W_Carolina,-0.4,-0.08,1.0,1.0,2.0
2014-02-22W_Illinois,0.0,0.08,0.0,-1.0,1.0
2014-02-22W_Kentucky,-0.6,-0.12,1.0,1.0,-6.0
2014-02-22W_Virginia,0.0,-0.16,1.0,-1.0,-1.0
2014-02-22Wake_Forest,-0.6,0.0,0.0,-1.0,-6.0
2014-02-22Washington,0.0,0.04,0.0,1.0,1.0
2014-02-22Weber_State,0.0,0.08,0.0,1.0,-2.0
2014-02-22Wichita_St,0.4,0.36,1.0,1.0,2.0
2014-02-22Wisconsin,-0.4,-0.08,0.0,1.0,1.0
2014-02-22Wm_&_Mary,0.2,0.08,1.0,1.0,-1.0
2014-02-22Wofford,0.6,0.08,0.0,-1.0,8.0
2014-02-22Wyoming,0.2,0.08,0.0,-1.0,-1.0
2014-02-22Xavier,0.0,0.24,0.0,-1.0,1.0
2014-02-22Youngs_St,-0.4,-0.2,0.0,1.0,-4.0
2014-02-23Arizona_St,-0.4,0.16,0.0,-1.0,-1.0
2014-02-23Ball_State,0.0,-0.08,0.0,1.0,2.0
2014-02-23Boston_U,0.0,0.24324324324324326,1.0,-1.0,3.0
2014-02-23Bowling_Grn,0.4,0.04,0.0,-1.0,1.0
2014-02-23Bucknell,-0.4,-0.2,0.0,1.0,-1.0
2014-02-23Butler,-0.4,0.08,1.0,-1.0,-1.0
2014-02-23California,-0.2,-0.04,1.0,-1.0,-1.0
2014-02-23Central_Mich,0.0,-0.08,1.0,-1.0,-1.0
2014-02-23Chattanooga,0.4,0.04,0.0,-1.0,-1.0
2014-02-23Columbia,0.0,-0.08,1.0,1.0,-1.0
2014-02-23Connecticut,0.6,0.16,1.0,-1.0,1.0
2014-02-23Creighton,0.0,0.08,1.0,-1.0,2.0
2014-02-23Delaware,0.2,0.08,1.0,-1.0,-2.0
2014-02-23Drexel,0.0,-0.08,0.0,1.0,-1.0
2014-02-23E_Michigan,0.2,0.16,0.0,-1.0,-1.0
2014-02-23Florida_St,-0.6,-0.04,0.0,1.0,-1.0
2014-02-23Illinois_St,-0.2,-0.2,0.0,-1.0,-1.0
2014-02-23Iona,0.4,-0.04,0.0,1.0,-1.0
2014-02-23Marist,0.2,0.04,1.0,-1.0,2.0
2014-02-23Miami_(OH),-0.2,-0.04,1.0,1.0,-3.0
2014-02-23Michigan,0.2,0.04,1.0,1.0,-1.0
2014-02-23Michigan_St,0.2,0.12,0.0,-1.0,1.0
2014-02-23NC-Grnsboro,-0.4,-0.2,1.0,1.0,-2.0
2014-02-23N_Illinois,0.4,0.04,0.0,1.0,3.0
2014-02-23N_Iowa,-0.4,-0.08,1.0,1.0,-1.0
2014-02-23Nebraska,0.8,0.2,1.0,1.0,4.0
2014-02-23Oregon,-0.2,0.0,1.0,1.0,-1.0
2014-02-23Pittsburgh,-0.6,-0.2,1.0,-1.0,-6.0
2014-02-23Providence,0.2,0.0,0.0,1.0,2.0
2014-02-23Purdue,-0.2,-0.16,0.0,-1.0,-1.0
2014-02-23Rider,-0.2,0.12,1.0,-1.0,2.0
2014-02-23S_Methodist,0.4,0.08,0.0,1.0,-2.0
2014-02-23Seton_Hall,0.4,0.0,0.0,1.0,2.0
2014-02-23Siena,-0.2,-0.08,0.0,1.0,1.0
2014-02-23Toledo,-0.4,0.12,1.0,-1.0,-2.0
2014-02-23USC,-0.4,-0.24,0.0,1.0,-4.0
2014-02-23Utah,0.2,0.4,1.0,1.0,-2.0
2014-02-23W_Michigan,0.2,0.08,1.0,1.0,5.0
2014-02-23Wash_State,-0.4,0.0,0.0,-1.0,-2.0
2014-02-23Yale,0.4,0.16,0.0,-1.0,5.0
2014-02-24Citadel,-0.4,-0.04,1.0,1.0,-1.0
2014-02-24E_Washingtn,0.2,-0.08,1.0,-1.0,6.0
2014-02-24Elon,0.0,-0.08,0.0,1.0,3.0
2014-02-24Furman,0.2,-0.24,1.0,-1.0,1.0
2014-02-24Kansas,0.2,0.12,1.0,-1.0,1.0
2014-02-24Maryland,0.2,0.12,1.0,1.0,4.0
2014-02-24Oklahoma,0.4,0.2,0.0,1.0,2.0
2014-02-24Oklahoma_St,-0.6,-0.12,0.0,1.0,1.0
2014-02-24Portland_St,0.0,-0.08,0.0,1.0,1.0
2014-02-24Samford,0.0,0.12,0.0,-1.0,-2.0
2014-02-24Syracuse,0.2,0.12,0.0,-1.0,-2.0
2014-02-24TX_Christian,0.2,-0.2,1.0,-1.0,2.0
2014-02-25Air_Force,0.0,0.12,0.0,1.0,-1.0
2014-02-25Bradley,0.0,-0.2,1.0,-1.0,1.0
2014-02-25Clemson,0.0,0.04,0.0,-1.0,2.0
2014-02-25Cleveland_St,0.6,0.12,1.0,-1.0,1.0
2014-02-25Dayton,-0.2,0.04,0.0,-1.0,-1.0
2014-02-25DePaul,-0.4,-0.16,1.0,1.0,1.0
2014-02-25Drake,0.0,0.0,0.0,-1.0,-1.0
2014-02-25Duke,0.6,0.12,1.0,-1.0,-1.0
2014-02-25Evansville,0.0,0.08,1.0,1.0,-1.0
2014-02-25Fairfield,0.0,-0.08,0.0,1.0,-1.0
2014-02-25Florida,-0.2,0.0,0.0,-1.0,-2.0
2014-02-25Georgia,0.0,0.16,1.0,1.0,1.0
2014-02-25IL-Chicago,0.0,0.0,0.0,1.0,-2.0
2014-02-25Indiana,0.0,-0.08,0.0,1.0,1.0
2014-02-25Iowa,0.2,0.36,0.0,-1.0,-1.0
2014-02-25Kansas_St,0.0,0.08,0.0,1.0,-3.0
2014-02-25Loyola-Chi,0.0,-0.12,0.0,-1.0,-4.0
2014-02-25Minnesota,-0.2,-0.08,1.0,1.0,-2.0
2014-02-25Missouri,-0.4,-0.12,0.0,-1.0,-2.0
2014-02-25Missouri_St,0.2,0.16,1.0,1.0,2.0
2014-02-25New_Mexico,0.8,0.2,1.0,-1.0,4.0
2014-02-25San_Diego_St,0.2,0.08,1.0,1.0,-1.0
2014-02-25San_Jose_St,-0.6,-0.16,0.0,-1.0,1.0
2014-02-25Seton_Hall,0.4,0.04,0.0,-1.0,3.0
2014-02-25St_Johns,0.6,0.0,1.0,-1.0,3.0
2014-02-25St_Josephs,0.2,-0.04,1.0,1.0,1.0
2014-02-25St_Peters,-0.2,-0.24,1.0,-1.0,1.0
2014-02-25Texas_Tech,0.4,0.0,1.0,-1.0,-1.0
2014-02-25Utah_State,-0.4,0.04,0.0,1.0,-3.0
2014-02-25VA_Tech,-0.2,-0.12,0.0,1.0,-1.0
2014-02-25Valparaiso,0.0,0.08,0.0,-1.0,-2.0
2014-02-25Vanderbilt,0.0,0.2,1.0,1.0,2.0
2014-02-25WI-Milwkee,0.0,0.0,1.0,-1.0,-1.0
2014-02-25Wake_Forest,-0.6,-0.04,1.0,1.0,-7.0
2014-02-25Wichita_St,0.4,0.36,0.0,1.0,3.0
2014-02-25Wisconsin,-0.2,-0.04,1.0,-1.0,2.0
2014-02-25Wright_State,0.2,0.04,1.0,1.0,-1.0
2014-02-25Wyoming,0.2,0.08,1.0,-1.0,-2.0
2014-02-25Xavier,-0.2,0.2,0.0,1.0,-1.0
2014-02-25Youngs_St,-0.4,-0.2,0.0,1.0,1.0
2014-02-26Akron,-0.4,-0.12,0.0,-1.0,-6.0
2014-02-26Alabama,0.2,-0.08,0.0,-1.0,1.0
2014-02-26Arizona,-0.2,0.04,1.0,1.0,2.0
2014-02-26Arizona_St,-0.4,0.12,1.0,1.0,-2.0
2014-02-26Auburn,0.0,-0.08,1.0,1.0,-1.0
2014-02-26Ball_State,0.2,-0.04,1.0,-1.0,3.0
2014-02-26Baylor,0.0,0.04,0.0,-1.0,4.0
2014-02-26Belmont,0.0,-0.08,0.0,1.0,1.0
2014-02-26Boise_State,-0.6,-0.08,0.0,-1.0,-1.0
2014-02-26Boston_Col,0.0,-0.12,1.0,1.0,-1.0
2014-02-26Bowling_Grn,0.2,0.04,1.0,1.0,-1.0
2014-02-26Buffalo,0.4,0.12,0.0,1.0,2.0
2014-02-26Butler,-0.4,0.04,0.0,-1.0,-2.0
2014-02-26California,-0.4,-0.04,0.0,-1.0,-2.0
2014-02-26Central_FL,-0.6,-0.12,1.0,-1.0,-1.0
2014-02-26Central_Mich,0.0,-0.08,0.0,-1.0,-1.0
2014-02-26Col_Charlestn,-0.4,-0.2,0.0,-1.0,-1.0
2014-02-26Colorado_St,-0.2,-0.16,0.0,-1.0,1.0
2014-02-26Connecticut,0.4,0.12,0.0,-1.0,-1.0
2014-02-26Delaware,0.0,0.08,0.0,1.0,-3.0
2014-02-26Drexel,0.2,-0.04,1.0,1.0,1.0
2014-02-26E_Michigan,0.0,0.12,1.0,1.0,-2.0
2014-02-26Fla_Atlantic,0.0,-0.08,0.0,-1.0,-3.0
2014-02-26Fresno_St,0.6,0.2,1.0,1.0,8.0
2014-02-26GA_Tech,0.0,-0.08,0.0,1.0,-2.0
2014-02-26Geo_Mason,0.2,-0.04,1.0,1.0,1.0
2014-02-26Hofstra,-0.2,0.08,0.0,1.0,-1.0
2014-02-26Illinois,-0.4,-0.16,1.0,1.0,1.0
2014-02-26Illinois_St,-0.4,-0.2,1.0,1.0,-2.0
2014-02-26Indiana_St,-0.4,-0.04,0.0,-1.0,-3.0
2014-02-26Iowa_State,-0.6,0.04,1.0,1.0,-1.0
2014-02-26James_Mad,-0.4,0.16,1.0,-1.0,1.0
2014-02-26Kent_State,-0.4,0.04,0.0,-1.0,-1.0
2014-02-26LSU,0.0,-0.08,1.0,1.0,1.0
2014-02-26La_Salle,-0.8,-0.2,1.0,1.0,-3.0
2014-02-26Miami_(FL),0.2,0.08,0.0,-1.0,2.0
2014-02-26Miami_(OH),-0.2,0.0,1.0,1.0,1.0
2014-02-26Michigan,0.2,0.04,0.0,-1.0,1.0
2014-02-26Miss_State,0.4,-0.12,1.0,1.0,3.0
2014-02-26Mississippi,0.0,-0.04,1.0,1.0,1.0
2014-02-26NC-Wilmgton,0.2,-0.12,1.0,-1.0,1.0
2014-02-26NC_State,0.2,0.04,1.0,1.0,1.0
2014-02-26N_Carolina,0.8,0.2,0.0,-1.0,9.0
2014-02-26N_Illinois,0.4,0.04,1.0,1.0,3.0
2014-02-26N_Iowa,-0.2,-0.04,1.0,1.0,1.0
2014-02-26Nebraska,0.8,0.2,0.0,-1.0,5.0
2014-02-26Notre_Dame,-0.4,-0.16,1.0,-1.0,-2.0
2014-02-26Ohio,-0.2,-0.04,1.0,-1.0,1.0
2014-02-26Pittsburgh,-0.6,-0.2,0.0,-1.0,-7.0
2014-02-26Purdue,-0.4,-0.2,1.0,1.0,-2.0
2014-02-26Rhode_Island,0.0,0.08,0.0,1.0,2.0
2014-02-26Richmond,0.2,-0.12,0.0,-1.0,1.0
2014-02-26Rutgers,-0.4,-0.04,0.0,1.0,1.0
2014-02-26SIU_Edward,0.6,0.08,1.0,-1.0,-1.0
2014-02-26S_Carolina,0.0,-0.08,0.0,-1.0,-1.0
2014-02-26S_Florida,-0.2,-0.24,1.0,1.0,-3.0
2014-02-26S_Illinois,0.4,0.04,0.0,-1.0,6.0
2014-02-26St_Bonavent,-0.2,0.08,0.0,-1.0,-2.0
2014-02-26Stanford,0.6,0.12,0.0,-1.0,3.0
2014-02-26Tennessee,0.0,0.12,0.0,-1.0,-1.0
2014-02-26Texas,0.0,0.04,1.0,1.0,-2.0
2014-02-26Texas_A&M,0.0,0.04,0.0,-1.0,4.0
2014-02-26Toledo,-0.6,0.08,0.0,-1.0,-3.0
2014-02-26Towson,0.4,0.24,0.0,1.0,4.0
2014-02-26Tulane,0.4,-0.04,1.0,1.0,1.0
2014-02-26UNLV,0.0,-0.04,1.0,1.0,1.0
2014-02-26U_Mass,0.2,0.16,1.0,-1.0,2.0
2014-02-26Villanova,0.0,0.32,1.0,1.0,-3.0
2014-02-26Virginia,0.4,0.16,1.0,1.0,1.0
2014-02-26W_Michigan,0.4,0.08,0.0,1.0,6.0
2014-02-26W_Virginia,0.0,-0.16,0.0,-1.0,-2.0
2014-02-26Wm_&_Mary,0.4,0.12,1.0,-1.0,1.0
2014-02-27AR_Lit_Rock,0.0,0.0,0.0,1.0,-2.0
2014-02-27App_State,-0.2,0.0,0.0,1.0,-3.0
2014-02-27Arkansas,-0.2,0.0,0.0,1.0,-2.0
2014-02-27Austin_Peay,-0.4,0.0,0.0,1.0,-1.0
2014-02-27CS_Fullerton,0.0,-0.16,1.0,-1.0,-1.0
2014-02-27Cal_Poly,-0.8,-0.04,0.0,-1.0,-3.0
2014-02-27Cal_St_Nrdge,-0.2,-0.08,0.0,1.0,2.0
2014-02-27Charlotte,-0.6,-0.04,0.0,-1.0,-5.0
2014-02-27Chattanooga,0.2,0.04,0.0,1.0,-2.0
2014-02-27Davidson,0.4,0.04,1.0,1.0,1.0
2014-02-27Denver,0.0,0.04,0.0,-1.0,1.0
2014-02-27Detroit,0.2,0.0,1.0,-1.0,4.0
2014-02-27Duquesne,0.4,-0.24,0.0,1.0,3.0
2014-02-27E_Carolina,0.0,0.08,1.0,1.0,3.0
2014-02-27E_Kentucky,0.2,0.08,1.0,-1.0,2.0
2014-02-27E_Washingtn,0.2,-0.08,0.0,1.0,-1.0
2014-02-27Elon,0.2,-0.04,1.0,-1.0,4.0
2014-02-27Florida_Intl,0.0,0.0,0.0,1.0,-3.0
2014-02-27Fordham,-0.4,0.0,1.0,-1.0,-4.0
2014-02-27Furman,0.0,-0.28,1.0,-1.0,-1.0
2014-02-27GA_Southern,-0.2,-0.12,0.0,1.0,-1.0
2014-02-27Georgetown,0.2,0.12,0.0,1.0,1.0
2014-02-27Georgia_St,0.2,-0.08,0.0,1.0,-1.0
2014-02-27Gonzaga,-0.2,-0.04,0.0,1.0,-2.0
2014-02-27Hawaii,0.0,0.04,0.0,1.0,-3.0
2014-02-27Houston,0.0,0.16,1.0,1.0,3.0
2014-02-27IPFW,0.0,0.24,0.0,1.0,1.0
2014-02-27IUPUI,-0.4,-0.48,0.0,-1.0,-1.0
2014-02-27Idaho_State,0.2,0.0,1.0,-1.0,1.0
2014-02-27Indiana,0.0,-0.08,1.0,1.0,1.0
2014-02-27Iowa,0.0,0.32,0.0,-1.0,-2.0
2014-02-27Kentucky,0.2,-0.08,1.0,-1.0,-1.0
2014-02-27LA_Monroe,-0.2,-0.04,1.0,1.0,-2.0
2014-02-27LA_Tech,-0.2,0.12,1.0,1.0,-2.0
2014-02-27Lg_Beach_St,0.6,0.0,1.0,-1.0,2.0
2014-02-27Louisville,0.2,0.2,1.0,-1.0,-1.0
2014-02-27Loyola_Mymt,-0.8,-0.16,1.0,1.0,-6.0
2014-02-27Marquette,-0.2,-0.08,1.0,-1.0,-2.0
2014-02-27Marshall,0.0,-0.36,0.0,-1.0,1.0
2014-02-27Memphis,0.2,0.08,0.0,-1.0,-2.0
2014-02-27Middle_Tenn,0.2,0.0,0.0,-1.0,-1.0
2014-02-27Montana_St,-0.4,-0.08,1.0,-1.0,-1.0
2014-02-27Morehead_St,-0.4,-0.2,1.0,-1.0,-2.0
2014-02-27Murray_St,0.4,0.08,0.0,1.0,2.0
2014-02-27NC-Grnsboro,-0.2,-0.2,0.0,-1.0,1.0
2014-02-27N_Arizona,-0.8,-0.16,0.0,1.0,-3.0
2014-02-27N_Colorado,-0.4,-0.08,1.0,-1.0,-1.0
2014-02-27N_Dakota_St,0.0,0.04,1.0,1.0,2.0
2014-02-27Neb_Omaha,0.0,0.06976744186046512,1.0,1.0,-1.0
2014-02-27North_Dakota,0.2,-0.04,1.0,1.0,1.0
2014-02-27North_Texas,0.0,-0.08,0.0,1.0,2.0
2014-02-27Oakland,-0.6,-0.2,1.0,-1.0,1.0
2014-02-27Ohio_State,0.2,0.12,0.0,-1.0,3.0
2014-02-27Old_Dominion,-0.6,-0.2,1.0,1.0,1.0
2014-02-27Oregon,0.0,0.0,0.0,1.0,1.0
2014-02-27Oregon_St,0.0,0.04,0.0,1.0,-1.0
2014-02-27Pacific,0.2,0.08,1.0,-1.0,1.0
2014-02-27Penn_State,-0.2,0.04,1.0,1.0,-2.0
2014-02-27Pepperdine,0.2,0.28,1.0,-1.0,1.0
2014-02-27Portland,0.2,0.04,0.0,1.0,-1.0
2014-02-27Portland_St,0.2,-0.04,0.0,-1.0,2.0
2014-02-27Quinnipiac,0.2,-0.08108108108108109,1.0,-1.0,-1.0
2014-02-27Rice,-0.2,-0.12,1.0,1.0,-1.0
2014-02-27SE_Missouri,-0.2,-0.08,1.0,-1.0,-1.0
2014-02-27S_Alabama,-0.2,-0.2,0.0,-1.0,3.0
2014-02-27S_Dakota_St,0.4,0.0,1.0,1.0,-1.0
2014-02-27S_Mississippi,0.4,0.12,1.0,-1.0,2.0
2014-02-27S_Utah,0.0,-0.08,0.0,1.0,-5.0
2014-02-27Sac_State,0.6,-0.08,0.0,-1.0,3.0
2014-02-27Saint_Louis,-0.4,0.16,1.0,-1.0,-4.0
2014-02-27Samford,0.0,0.08,1.0,-1.0,-3.0
2014-02-27San_Fransco,0.2,0.2,0.0,1.0,-1.0
2014-02-27Santa_Clara,-0.2,-0.16,0.0,-1.0,-1.0
2014-02-27Siena,0.0,-0.04,0.0,1.0,2.0
2014-02-27South_Dakota,0.2,0.12,0.0,-1.0,1.0
2014-02-27St_Marys,-0.2,-0.04,1.0,-1.0,1.0
2014-02-27TN_Martin,0.0,-0.2,1.0,-1.0,1.0
2014-02-27TN_State,0.0,0.12,0.0,1.0,2.0
2014-02-27TN_Tech,0.0,-0.12,0.0,1.0,2.0
2014-02-27TX-Arlington,0.4,0.04,1.0,-1.0,1.0
2014-02-27TX-San_Ant,-0.4,-0.12,1.0,-1.0,-2.0
2014-02-27TX_El_Paso,0.4,0.32,1.0,-1.0,-1.0
2014-02-27Temple,-0.2,-0.04,0.0,1.0,1.0
2014-02-27Texas_State,0.0,-0.08,1.0,1.0,1.0
2014-02-27Troy,-0.2,0.16,1.0,-1.0,-2.0
2014-02-27Tulsa,0.8,0.28,0.0,1.0,7.0
2014-02-27UAB,0.0,-0.12,0.0,-1.0,2.0
2014-02-27UCLA,0.4,0.12,1.0,-1.0,-1.0
2014-02-27UCSB,0.2,0.0,0.0,-1.0,1.0
2014-02-27UC_Davis,0.0,-0.16,1.0,1.0,1.0
2014-02-27UC_Irvine,-0.2,0.0,1.0,1.0,-1.0
2014-02-27USC,-0.2,-0.24,1.0,-1.0,1.0
2014-02-27VCU,0.2,-0.12,0.0,1.0,-1.0
2014-02-27WI-Grn_Bay,-0.2,0.12,0.0,1.0,3.0
2014-02-27WI-Milwkee,-0.2,0.0,0.0,1.0,-2.0
2014-02-27W_Carolina,-0.2,-0.08,1.0,-1.0,3.0
2014-02-27W_Illinois,0.0,0.04,1.0,-1.0,-1.0
2014-02-27W_Kentucky,-0.4,-0.12,0.0,-1.0,1.0
2014-02-27Weber_State,0.2,0.08,1.0,1.0,1.0
2014-02-27Wofford,0.6,0.04,0.0,1.0,-1.0
2014-02-28Brown,0.2,0.04,0.0,1.0,-1.0
2014-02-28Campbell,-0.4,-0.3333333333333333,0.0,1.0,-1.0
2014-02-28Canisius,0.4,0.12,0.0,1.0,1.0
2014-02-28Columbia,0.0,-0.04,0.0,1.0,1.0
2014-02-28Cornell,0.2,0.04,0.0,-1.0,1.0
2014-02-28Dartmouth,-0.4,-0.04,1.0,-1.0,-1.0
2014-02-28Fairfield,0.0,-0.08,1.0,1.0,1.0
2014-02-28Harvard,0.0,0.04,1.0,1.0,3.0
2014-02-28High_Point,-0.6,-0.42857142857142855,1.0,-1.0,-8.0
2014-02-28Iona,0.4,0.0,0.0,1.0,1.0
2014-02-28Manhattan,0.2,0.2,1.0,-1.0,-1.0
2014-02-28Marist,0.0,0.0,0.0,-1.0,-1.0
2014-02-28Monmouth,-0.6,-0.08108108108108109,1.0,1.0,-7.0
2014-02-28Niagara,0.0,0.0,0.0,-1.0,1.0
2014-02-28Princeton,-0.4,0.08,1.0,1.0,-3.0
2014-02-28Providence,0.2,0.0,0.0,1.0,3.0
2014-02-28Rider,-0.2,0.12,1.0,-1.0,-1.0
2014-02-28Seton_Hall,0.2,0.0,1.0,-1.0,-1.0
2014-02-28U_Penn,-0.4,-0.16,1.0,-1.0,1.0
2014-02-28Wash_State,-0.4,-0.04,0.0,-1.0,-3.0
2014-02-28Washington,0.2,0.04,1.0,1.0,2.0
2014-02-28Yale,0.4,0.16,0.0,-1.0,-1.0
2014-03-01AR_Lit_Rock,0.2,0.04,1.0,1.0,1.0
2014-03-01Air_Force,0.0,0.12,1.0,-1.0,1.0
2014-03-01Akron,-0.4,-0.16,1.0,1.0,-7.0
2014-03-01Alabama,0.2,-0.08,1.0,1.0,-1.0
2014-03-01App_State,-0.2,0.0,0.0,-1.0,1.0
2014-03-01Arizona_St,-0.2,0.12,1.0,1.0,1.0
2014-03-01Arkansas,0.0,0.0,1.0,1.0,1.0
2014-03-01Arkansas_St,0.4,-0.04,0.0,-1.0,-1.0
2014-03-01Auburn,0.2,-0.04,0.0,-1.0,1.0
2014-03-01Austin_Peay,-0.2,0.0,0.0,1.0,1.0
2014-03-01BYU,-0.2,-0.04,0.0,1.0,3.0
2014-03-01Ball_State,0.0,-0.04,1.0,1.0,-1.0
2014-03-01Baylor,0.0,0.04,1.0,1.0,-1.0
2014-03-01Belmont,0.0,-0.04,0.0,1.0,2.0
2014-03-01Boise_State,-0.6,-0.08,0.0,1.0,-2.0
2014-03-01Boston_Col,0.0,-0.12,0.0,1.0,-1.0
2014-03-01Bowling_Grn,0.2,0.08,0.0,-1.0,1.0
2014-03-01Bradley,-0.2,-0.24,0.0,1.0,-1.0
2014-03-01Brown,0.4,0.04,0.0,1.0,1.0
2014-03-01Buffalo,0.6,0.12,1.0,1.0,3.0
2014-03-01CS_Fullerton,0.0,-0.16,1.0,1.0,-2.0
2014-03-01Cal_Poly,-0.8,-0.08,0.0,1.0,-4.0
2014-03-01Cal_St_Nrdge,0.0,-0.08,0.0,1.0,3.0
2014-03-01California,-0.6,-0.04,0.0,-1.0,-3.0
2014-03-01Central_FL,-0.6,-0.16,0.0,-1.0,-2.0
2014-03-01Central_Mich,0.0,-0.12,0.0,-1.0,-2.0
2014-03-01Chattanooga,0.2,0.04,1.0,1.0,1.0
2014-03-01Cincinnati,-0.2,-0.12,0.0,-1.0,2.0
2014-03-01Citadel,-0.2,0.0,1.0,1.0,1.0
2014-03-01Cleveland_St,0.6,0.08,0.0,1.0,-1.0
2014-03-01Col_Charlestn,-0.4,-0.24,1.0,-1.0,-2.0
2014-03-01Colorado,0.2,0.04,0.0,-1.0,-1.0
2014-03-01Columbia,0.2,0.0,0.0,-1.0,2.0
2014-03-01Connecticut,0.4,0.12,1.0,1.0,-2.0
2014-03-01Cornell,0.0,0.04,0.0,1.0,-1.0
2014-03-01Creighton,-0.2,0.04,0.0,-1.0,-1.0
2014-03-01Dartmouth,-0.4,-0.08,1.0,-1.0,-2.0
2014-03-01Davidson,0.4,0.08,0.0,1.0,2.0
2014-03-01Dayton,-0.2,0.04,1.0,1.0,-2.0
2014-03-01Delaware,0.0,0.08,0.0,1.0,1.0
2014-03-01Denver,0.0,0.04,0.0,1.0,-1.0
2014-03-01Detroit,0.2,0.0,1.0,-1.0,-1.0
2014-03-01Drake,-0.2,-0.04,1.0,-1.0,-2.0
2014-03-01Drexel,0.2,0.0,0.0,-1.0,2.0
2014-03-01E_Illinois,0.0,-0.24,0.0,1.0,-2.0
2014-03-01E_Kentucky,0.0,0.08,1.0,-1.0,-1.0
2014-03-01E_Michigan,0.2,0.16,1.0,-1.0,1.0
2014-03-01E_Washingtn,0.4,-0.04,0.0,1.0,1.0
2014-03-01Elon,0.2,-0.08,1.0,-1.0,-1.0
2014-03-01Evansville,0.0,0.08,0.0,1.0,1.0
2014-03-01Florida,-0.2,-0.04,1.0,1.0,-3.0
2014-03-01Fordham,-0.4,-0.04,1.0,1.0,-5.0
2014-03-01Fresno_St,0.8,0.2,1.0,-1.0,9.0
2014-03-01GA_Southern,0.0,-0.08,0.0,-1.0,1.0
2014-03-01Georgia,0.0,0.2,0.0,-1.0,2.0
2014-03-01Georgia_St,0.2,-0.04,0.0,1.0,1.0
2014-03-01Gonzaga,0.0,0.0,0.0,1.0,1.0
2014-03-01Harvard,0.2,0.08,1.0,1.0,4.0
2014-03-01Hofstra,0.0,0.12,1.0,1.0,1.0
2014-03-01Houston,0.0,0.2,0.0,1.0,4.0
2014-03-01IL-Chicago,0.0,0.0,1.0,-1.0,1.0
2014-03-01IPFW,0.0,0.24,0.0,1.0,2.0
2014-03-01IUPUI,-0.4,-0.48,0.0,1.0,-2.0
2014-03-01Idaho_State,0.2,0.0,1.0,1.0,-1.0
2014-03-01Illinois,-0.2,-0.16,0.0,1.0,2.0
2014-03-01Illinois_St,-0.2,-0.2,0.0,1.0,1.0
2014-03-01Indiana_St,-0.4,-0.08,1.0,-1.0,-4.0
2014-03-01Iowa_State,-0.4,0.08,0.0,-1.0,1.0
2014-03-01James_Mad,-0.4,0.16,0.0,-1.0,-1.0
2014-03-01Jksnville_St,-0.4,-0.12,1.0,-1.0,-3.0
2014-03-01Kansas,0.2,0.12,0.0,-1.0,-1.0
2014-03-01Kansas_St,0.0,0.12,1.0,1.0,1.0
2014-03-01Kent_State,-0.4,0.04,0.0,1.0,-2.0
2014-03-01Kentucky,0.0,-0.12,0.0,-1.0,-2.0
2014-03-01LA_Monroe,-0.2,-0.04,1.0,-1.0,1.0
2014-03-01LSU,0.0,-0.04,0.0,-1.0,2.0
2014-03-01La_Salle,-0.6,-0.2,0.0,-1.0,1.0
2014-03-01Lg_Beach_St,0.6,-0.04,0.0,-1.0,-1.0
2014-03-01Louisville,0.2,0.16,0.0,-1.0,-2.0
2014-03-01Loyola-Chi,-0.2,-0.16,1.0,-1.0,-5.0
2014-03-01Loyola_Mymt,-0.6,-0.16,1.0,1.0,1.0
2014-03-01Memphis,0.0,0.08,1.0,1.0,-3.0
2014-03-01Miami_(FL),0.0,0.04,0.0,1.0,-1.0
2014-03-01Miami_(OH),0.0,0.04,0.0,-1.0,2.0
2014-03-01Michigan,0.0,0.04,1.0,1.0,-1.0
2014-03-01Michigan_St,0.0,0.12,1.0,-1.0,-1.0
2014-03-01Middle_Tenn,0.2,-0.04,1.0,1.0,-2.0
2014-03-01Minnesota,0.0,-0.04,0.0,-1.0,1.0
2014-03-01Miss_State,0.4,-0.08,0.0,-1.0,4.0
